launch_id,kernel_name,mangled_name,grid_size,block_size,cycles_speedup,mem_instr_reduce_pct,l1_to_l2_traffic_reduce_pct,l2_to_dram_rd_traffic_reduce_pct
0,"calculate_temp(int, float *, float *, float *, int, int, int, int, float, float, float, float, float, float)",_Z14calculate_tempiPfS_S_iiiiffffff,"(43,43,1)","(16,16,1)",1.0393240128777006,31.647828673408686,0.033262650201654816,6.5522532249815315
