kernel_name,invocations,cycles_speedup_avg,mem_instr_reduce_pct_avg,l1_to_l2_traffic_reduce_pct_avg,l2_to_dram_rd_traffic_reduce_pct_avg
extract,1,0.9600806371570549,0.0,0.0,-6.745152354570637
prepare,100,1.100802739643072,0.0,0.0004174999491444776,0.6158771740226656
reduce,200,2.596342266582287,90.18159821910908,2.626050420168069,9.228918277363158
srad,100,1.0136118321698249,14.285714285714283,0.34195891678277845,-0.1541397725507075
srad2,100,0.9730009379649194,9.090909090909099,0.1362351037793749,0.046389716562313284
compress,1,0.9314445722073166,0.0,0.0,2.7997320830542534
