kernel_name,mangled_name,grid_size,block_size,invocations,cycles_speedup_avg,mem_instr_reduce_pct_avg,l1_to_l2_traffic_reduce_pct_avg,l2_to_dram_rd_traffic_reduce_pct_avg
"Kernel(Node *, int *, bool *, bool *, bool *, int *, int)",_Z6KernelP4NodePiPbS2_S2_S1_i,"(1954,1,1)","(512,1,1)",12,1.084239962351312,7.562523812600876,0.577097557591672,3.368870293067389
"Kernel2(bool *, bool *, bool *, bool *, int)",_Z7Kernel2PbS_S_S_i,"(1954,1,1)","(512,1,1)",12,0.9998919510735783,0.0,0.0270223865527984,-1.0785155511196112
